name,run_id,f1,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.5066666666666667,0.3877551020408163,0.7307692307692307,0.6766439909297053,0.6063829787234043,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,last
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.782608695652174,0.7346938775510204,0.8372093023255814,0.8517006802721089,0.7872340425531915,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mean
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.7777777777777778,0.7142857142857143,0.8536585365853658,0.8517006802721089,0.7872340425531915,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mode
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.7912087912087913,0.7346938775510204,0.8571428571428571,0.855328798185941,0.7978723404255319,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,threshold
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.8,0.7346938775510204,0.8780487804878049,0.855328798185941,0.8085106382978723,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mode_threshold
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.0,0.0,0.0,0.0,0.0,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,last_presence
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.8,0.7346938775510204,0.8780487804878049,0.8476190476190476,0.8085106382978723,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mean_presence
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.7555555555555555,0.6938775510204082,0.8292682926829268,0.8476190476190476,0.7659574468085106,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mode_presence
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.8,0.7346938775510204,0.8780487804878049,0.8503401360544218,0.8085106382978723,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,threshold_presence
baseline-ablation-modalities-final:av-lm-spw-9-run-3,3,0.8,0.7346938775510204,0.8780487804878049,0.8503401360544218,0.8085106382978723,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks']",4,8,64,mode_threshold_presence
