name,run_id,f1,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.6666666666666666,0.6938775510204082,0.6415094339622641,0.6290249433106576,0.6382978723404256,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,last
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.8131519274376416,0.776595744680851,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mean
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.782608695652174,0.7346938775510204,0.8372093023255814,0.8131519274376416,0.7872340425531915,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mode
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.8108843537414966,0.776595744680851,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,threshold
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.782608695652174,0.7346938775510204,0.8372093023255814,0.8108843537414966,0.7872340425531915,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mode_threshold
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.6382978723404255,0.6122448979591837,0.6666666666666666,0.6897959183673469,0.6382978723404256,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,last_presence
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7555555555555555,0.6938775510204082,0.8292682926829268,0.8136054421768707,0.7659574468085106,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mean_presence
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7777777777777778,0.7142857142857143,0.8536585365853658,0.8136054421768707,0.7872340425531915,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mode_presence
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7555555555555555,0.6938775510204082,0.8292682926829268,0.8149659863945579,0.7659574468085106,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,threshold_presence
baseline-ablation-modalities-final:av-lm-eyes-spw-9-run-1,1,0.7692307692307692,0.7142857142857143,0.8333333333333334,0.8149659863945579,0.776595744680851,d-vlog,validation,baseline,9,0.75,"['audio_embeddings', 'face_embeddings', 'face_landmarks', 'body_landmarks', 'hand_landmarks', 'gaze_features', 'blinking_features']",4,8,64,mode_threshold_presence
