f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.648854961832061,0.8252427184466019,0.5345911949685535,0.545608489501016,0.5132275132275133,baseline-ws-ablation-final:window-size-7-run-3,d-vlog,test,baseline,last
0.7583333333333333,0.883495145631068,0.6642335766423357,0.769586814179273,0.6931216931216931,baseline-ws-ablation-final:window-size-7-run-3,d-vlog,test,baseline,mean
