f1,recall,precision,auc,accuracy,name,dataset,model
0.7454545454545455,0.8367346938775511,0.6721311475409836,0.7360544217687075,0.7021276595744681,baseline-big-model-window-size-ablation-2:window-size-10-run-1,d-vlog,baseline
