f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.5833333333333334,0.7142857142857143,0.49295774647887325,0.5546485260770976,0.46808510638297873,dvlog-baseline-model-size-ablation:pt-0.25-spw-9-nl-8-nh4-hd64-run-3,d-vlog,validation,baseline,last
0.796116504854369,0.8367346938775511,0.7592592592592593,0.7990929705215419,0.776595744680851,dvlog-baseline-model-size-ablation:pt-0.25-spw-9-nl-8-nh4-hd64-run-3,d-vlog,validation,baseline,mean
