f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.6766917293233082,0.9183673469387755,0.5357142857142857,0.6290249433106576,0.5425531914893617,dvlog-baseline-model-size-ablation:pt-0.25-spw-9-nl-8-nh4-hd64-run-2,d-vlog,validation,baseline,last
0.7441860465116279,0.9795918367346939,0.6,0.8045351473922902,0.648936170212766,dvlog-baseline-model-size-ablation:pt-0.25-spw-9-nl-8-nh4-hd64-run-2,d-vlog,validation,baseline,mean
