name,run_id,f1,f1_weighted,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
dvlog-baseline-model-size-ablation:pt-0.50-spw-10-nl-8-nh8-hd32-run-1,1,0.6859903381642513,0.6559097690549509,0.6893203883495146,0.6826923076923077,0.6933845111763377,0.656084656084656,d-vlog,test,baseline,10,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,last
dvlog-baseline-model-size-ablation:pt-0.50-spw-10-nl-8-nh8-hd32-run-1,1,0.7058823529411765,0.6828079890960216,0.6990291262135923,0.7128712871287128,0.7686836757733122,0.6825396825396826,d-vlog,test,baseline,10,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,mean
dvlog-baseline-model-size-ablation:pt-0.50-spw-10-nl-8-nh8-hd32-run-1,1,0.7227722772277227,0.704137080374704,0.7087378640776699,0.7373737373737373,0.7686836757733122,0.7037037037037037,d-vlog,test,baseline,10,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,mode
dvlog-baseline-model-size-ablation:pt-0.50-spw-10-nl-8-nh8-hd32-run-1,1,0.7219512195121951,0.6985487592283024,0.7184466019417476,0.7254901960784313,0.7729735832016256,0.6984126984126984,d-vlog,test,baseline,10,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,threshold
dvlog-baseline-model-size-ablation:pt-0.50-spw-10-nl-8-nh8-hd32-run-1,1,0.7192118226600985,0.698769254828368,0.7087378640776699,0.73,0.7729735832016256,0.6984126984126984,d-vlog,test,baseline,10,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,mode_threshold
