name,run_id,f1,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
dvlog-baseline-model-size-ablation:pt-0.75-spw-4-nl-8-nh8-hd32-run-3,3,0.6866952789699571,0.7766990291262136,0.6153846153846154,0.6360352223978325,0.6137566137566137,d-vlog,test,baseline,4,0.75,"['audio_embeddings', 'face_embeddings']",8,8,32,last
dvlog-baseline-model-size-ablation:pt-0.75-spw-4-nl-8-nh8-hd32-run-3,3,0.7663551401869159,0.7961165048543689,0.7387387387387387,0.7862948746895462,0.7354497354497355,d-vlog,test,baseline,4,0.75,"['audio_embeddings', 'face_embeddings']",8,8,32,mean
dvlog-baseline-model-size-ablation:pt-0.75-spw-4-nl-8-nh8-hd32-run-3,3,0.7627906976744185,0.7961165048543689,0.7321428571428571,0.7236396477760217,0.7301587301587301,d-vlog,test,baseline,4,0.75,"['audio_embeddings', 'face_embeddings']",8,8,32,threshold
