name,run_id,f1,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
dvlog-baseline-model-size-ablation:pt-0.50-spw-7-nl-8-nh8-hd32-run-3,3,0.6917293233082707,0.9387755102040817,0.5476190476190477,0.6,0.5638297872340425,d-vlog,validation,baseline,7,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,last
dvlog-baseline-model-size-ablation:pt-0.50-spw-7-nl-8-nh8-hd32-run-3,3,0.7288135593220338,0.8775510204081632,0.6231884057971014,0.7578231292517006,0.6595744680851063,d-vlog,validation,baseline,7,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,mean
dvlog-baseline-model-size-ablation:pt-0.50-spw-7-nl-8-nh8-hd32-run-3,3,0.7317073170731707,0.9183673469387755,0.6081081081081081,0.6369614512471655,0.648936170212766,d-vlog,validation,baseline,7,0.5,"['audio_embeddings', 'face_embeddings']",8,8,32,threshold
