name,run_id,f1,recall,precision,auc,accuracy,dataset,dataset_kind,model,seconds_per_window,presence_threshold,modalities,model_args.num_layers,model_args.self_attn_num_heads,model_args.self_attn_dim_head,prediction_kind
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.45454545454545453,0.8823529411764706,0.30612244897959184,0.5414781297134238,0.35714285714285715,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,last
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.22222222222222224,0.29411764705882354,0.17857142857142858,0.34992458521870284,0.375,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mean
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.25531914893617025,0.35294117647058826,0.2,0.34992458521870284,0.375,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mode
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.26666666666666666,0.35294117647058826,0.21428571428571427,0.3740573152337858,0.4107142857142857,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,threshold
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.27272727272727276,0.35294117647058826,0.2222222222222222,0.3740573152337858,0.42857142857142855,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mode_threshold
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.45454545454545453,0.8823529411764706,0.30612244897959184,0.5414781297134238,0.35714285714285715,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,last_presence
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.22222222222222224,0.29411764705882354,0.17857142857142858,0.34992458521870284,0.375,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mean_presence
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.25531914893617025,0.35294117647058826,0.2,0.34992458521870284,0.375,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mode_presence
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.26666666666666666,0.35294117647058826,0.21428571428571427,0.3740573152337858,0.4107142857142857,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,threshold_presence
baseline-e-daic-woz-modalities+class-weights:video-run-2,2,0.27272727272727276,0.35294117647058826,0.2222222222222222,0.3740573152337858,0.42857142857142855,e-daic-woz,test,baseline,6,0.25,"['edaic_video_cnn_resnet', 'edaic_video_pose_gaze_aus']",8,8,32,mode_threshold_presence
