f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.7352941176470589,0.8771929824561403,0.6329113924050633,0.6826510721247563,0.6470588235294118,baseline-d-vlog-original:baseline-run-2,original-d-vlog,validation,baseline,last
0.7969924812030075,0.9298245614035088,0.6973684210526315,0.7793372319688109,0.7352941176470589,baseline-d-vlog-original:baseline-run-2,original-d-vlog,validation,baseline,mean
