f1,recall,precision,auc,accuracy,name,dataset,model
0.7478260869565216,0.8775510204081632,0.6515151515151515,0.8040816326530613,0.6914893617021277,perceiver-cosinelr:cosinelr-0.0001-run-2,d-vlog,perceiver
