f1,recall,precision,auc,accuracy,name,dataset,model
0.7474747474747474,0.7551020408163265,0.74,0.7709750566893424,0.7340425531914894,perceiver-cosinelr:cosinelr-0.0001-run-1,d-vlog,perceiver
