f1,recall,precision,auc,accuracy,name,dataset,model
0.7010309278350516,0.6938775510204082,0.7083333333333334,0.7655328798185942,0.6914893617021277,perceiver-cosinelr:cosinelr-0.00001-run-3,d-vlog,perceiver
