f1,recall,precision,auc,accuracy,name,dataset,model
0.7000000000000001,0.5714285714285714,0.9032258064516129,0.8340136054421768,0.7446808510638298,balanced-perceiver-cosinelr-n-windows:cosinelr-0.00001-n-windows-6-run-1,d-vlog,perceiver
