f1,recall,precision,auc,accuracy,name,dataset,model
0.743362831858407,0.8571428571428571,0.65625,0.6879818594104309,0.6914893617021277,balanced-perceiver-cosinelr-n-windows:cosinelr-0.00001-n-windows-4-run-1,d-vlog,perceiver
