f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.6461538461538462,0.6116504854368932,0.6847826086956522,0.6826597426055543,0.6349206349206349,dvlog-baseline-ablation-modalities-final:av-lm-run-2,d-vlog,test,baseline,last
0.7735849056603774,0.7961165048543689,0.7522935779816514,0.8249040415443666,0.746031746031746,dvlog-baseline-ablation-modalities-final:av-lm-run-2,d-vlog,test,baseline,mean
