f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.7207207207207208,0.7766990291262136,0.6722689075630253,0.7153985098216302,0.671957671957672,dvlog-baseline-ablation-modalities-final:av-eyes-run-1,d-vlog,test,baseline,last
0.7902439024390243,0.7864077669902912,0.7941176470588235,0.8144050575750735,0.7724867724867724,dvlog-baseline-ablation-modalities-final:av-eyes-run-1,d-vlog,test,baseline,mean
