f1,recall,precision,auc,accuracy,name,dataset,dataset_kind,model,prediction_kind
0.5227272727272727,0.46938775510204084,0.5897435897435898,0.5460317460317461,0.5531914893617021,dvlog-baseline-ablation-modalities-final:av-lm-eyes-run-1,d-vlog,validation,baseline,last
0.7789473684210526,0.7551020408163265,0.8043478260869565,0.8063492063492065,0.776595744680851,dvlog-baseline-ablation-modalities-final:av-lm-eyes-run-1,d-vlog,validation,baseline,mean
